OBJECTID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
6170,1507026,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2B,0563,2021/03/09 04:42:00+00
6171,1507027,2999,38,VANDALISM,594(B)(1) VANDAL OVER $400-M,6,6E,0877,2021/03/07 05:00:00+00
6172,1507029,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6C,1132,2021/03/08 22:52:00+00
6173,1507032,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,4,4A,0912,2021/03/08 06:36:00+00
6174,1507034,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2C,0603,2021/03/09 04:34:00+00
6175,1507035,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,1,1C,0447,2021/03/08 08:20:00+00
6176,1507036,5213,4,WEAPON OFFENSE,246 PC SHOOT OCCUP DWELL/VEH,1,1A,0102,2021/03/09 06:54:00+00
6177,1507043,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,0778,2021/02/24 01:00:00+00
6178,1507049,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,0605,2021/03/07 14:05:00+00
6179,1507051,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,4,4A,0957,2021/03/09 02:57:00+00
6180,1507060,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1654,2021/03/07 18:30:00+00
6181,1507063,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2B,0564,2021/03/09 00:15:00+00
6182,1507066,2399,2,LARCENY,484 PC PETTY THEFT,6,6B,1035,2021/02/26 23:45:00+00
6183,1507067,2203,0,BURGLARY,459 PC BURGLARY:BUSINESS-FORCE,3,3A,0725,2021/03/08 08:00:00+00
6184,1507071,5213,4,WEAPON OFFENSE,246 PC SHOOT OCCUP DWELL/VEH,2,2A,0517,2021/03/08 19:59:00+00
6185,1507073,1313,19,BATTERY,242 PC BATTERY CIVILIAN,5,5C,1661,2021/03/07 00:30:00+00
6186,1507074,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,2,2A,0233,2021/03/09 16:03:00+00
6187,1507075,2099,2,ARSON,451(B) PC ARSON OF INHAB STRUC,2,2A,0501,2021/03/08 20:03:00+00
6188,1507079,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3M,0742,2021/03/05 06:00:00+00
6189,1507081,2310,0,LARCENY,1708 US THEFT OF MAIL,4,4A,0917,2021/03/08 22:32:00+00
6190,1507082,2999,33,VANDALISM,594(A)(2) VANDALISM-DAMAGE,1,1C,0428,2021/03/08 16:00:00+00
6191,1507085,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3B,0787,2021/03/03 00:30:00+00
6192,1507086,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4A,0907,2021/03/09 02:00:00+00
6193,1507088,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,5,5C,1637,2021/03/02 22:00:00+00
6194,1507097,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6C,1403,2021/03/09 06:00:00+00
6195,1507098,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,5,5C,1623,2021/03/09 04:07:00+00
6196,1507099,5403,1,TRAFFIC,23152(F) DUI DRUGS,4,4B,1302,2021/03/08 11:05:00+00
6197,1507101,2310,1,LARCENY,530.5(E) PC THEFT OF MAIL,1,1B,0478,2021/03/09 12:23:00+00
6198,1507117,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,6,6B,1004,2021/03/07 03:20:00+00
6199,1507118,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,4,4A,0955,2021/03/07 01:05:00+00
6200,1507120,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1B,0421,2021/03/09 08:00:00+00
6201,1507121,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6C,1445,2021/03/06 01:00:00+00
6202,1507122,2999,33,VANDALISM,594(A)(2) VANDALISM-DAMAGE,2,2C,0606,2021/03/07 08:00:00+00
6203,1507126,2999,33,VANDALISM,594(A)(2) VANDALISM-DAMAGE,6,6A,1031,2021/03/08 16:00:00+00
6204,1507127,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,0774,2021/03/09 19:00:00+00
6205,1507129,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,4,4C,0985,2021/02/25 00:10:00+00
6206,1507130,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1C,0416,2021/03/08 11:07:00+00
6207,1507131,2999,34,VANDALISM,594(A)(1) VANDALISM-GRAFFITI,6,6A,1061,2021/02/03 22:09:00+00
6208,1507132,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3M,0741,2021/03/09 06:45:00+00
6209,1507137,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,1255,2021/03/09 22:00:00+00
6210,1507138,2204,0,BURGLARY,459 PC BURGLARY:RESIDENCE-NO FORCE,5,5A,1364,2021/03/08 23:31:00+00
6211,1507140,5404,21,TRAFFIC,23152(G) DUI DRUGS & ALCOHOL,6,6C,1446,2021/03/05 08:00:00+00
6212,1507142,3532,1,DANGEROUS DRUG,11351 HS POSS/SALE COCAINE,1,1B,0435,2021/03/09 01:00:00+00
6213,1507146,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3M,0742,2021/03/10 01:41:00+00
6214,1507147,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,5,5C,1606,2021/03/09 16:58:00+00
6215,1507153,1313,19,BATTERY,242 PC BATTERY CIVILIAN,5,5B,1616,2021/03/09 18:28:00+00
6216,1507163,5212,01,WEAPON OFFENSE,417(A)1) PC BRANDISH NON-GUN,6,6C,1147,2021/03/04 03:45:00+00
6217,1507164,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,5,5C,1624,2021/03/08 23:56:00+00
6218,1507166,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,6,6E,0877,2021/03/09 15:27:00+00
6219,1507169,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,0619,2021/03/01 22:18:00+00
6220,1507172,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,6,6C,1427,2021/03/09 04:35:00+00
6221,1507175,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,5,5C,1623,2021/03/10 03:57:00+00
6222,1507183,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,UI,UI,UI,2021/03/09 19:29:00+00
6223,1507184,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,4,4B,0969,2021/03/09 20:32:00+00
6224,1507191,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,4,4C,1269,2021/03/10 00:06:00+00
6225,1507193,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,4,4C,1294,2021/03/09 23:01:00+00
6226,1507194,5499,15,TRAFFIC,23103(A) RECKLESS ON HIGHWAY,2,2A,0516,2021/03/09 23:55:00+00
6227,1507195,5499,452,TRAFFIC,14601.2(A) SUSP LIC-DUI CONVCT,6,6B,1054,2021/03/10 04:28:00+00
6228,1507196,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,1,1C,0447,2021/03/10 03:32:00+00
6229,1507198,2506,02,FORGERY,475(A)PC POSS FORGED CHK/NOTE,6,6B,1421,2021/03/09 11:09:00+00
6230,1507203,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,6,6E,0877,2021/03/10 01:56:00+00
6231,1507208,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,4,4A,0917,2021/03/09 00:11:00+00
6232,1507209,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6C,1403,2021/03/09 19:41:00+00
6233,1507211,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,0511,2021/03/10 08:19:00+00
6234,1507212,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,2,2B,0546,2021/03/09 15:33:00+00
6235,1507214,2202,0,BURGLARY,459 PC BURGLARY:RESIDENCE-FORCE,2,2B,0525,2021/03/09 15:53:00+00
6236,1507217,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5C,1624,2021/03/10 11:30:00+00
6237,1507218,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,6,6B,1017,2021/03/09 12:05:00+00
6238,1507219,2202,0,BURGLARY,459 PC BURGLARY:RESIDENCE-FORCE,5,5C,1623,2021/03/09 12:21:00+00
6239,1507220,2202,0,BURGLARY,459 PC BURGLARY:RESIDENCE-FORCE,1,1B,0421,2021/03/07 23:00:00+00
6240,1507221,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4A,0957,2021/03/10 12:00:00+00
6241,1507223,2399,2,LARCENY,484 PC PETTY THEFT,5,5B,1602,2021/03/10 01:55:00+00
6242,1507224,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6D,0847,2021/03/09 18:25:00+00
6243,1507226,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0767,2021/03/10 01:00:00+00
6244,1507227,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0766,2021/03/07 17:30:00+00
6245,1507228,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1C,0425,2021/03/08 04:47:00+00
6246,1507229,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,0721,2021/02/25 00:00:00+00
6247,1507230,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6C,1411,2021/02/16 05:54:00+00
6248,1507235,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0737,2021/03/10 04:30:00+00
6249,1507238,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1124,2021/03/09 20:57:00+00
6250,1507239,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6E,0876,2021/03/09 06:40:00+00
6251,1507244,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,1,1B,0444,2021/03/10 07:20:00+00
6252,1507250,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2B,0544,2021/03/10 15:46:00+00
6253,1507253,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,4,4A,0928,2021/03/09 21:30:00+00
6254,1507255,3699,19,SEX REGISTRATI,290.012(A) FAIL TO REG-ANNUAL,3,3A,0701,2021/03/10 21:06:00+00
6255,1507256,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2C,0628,2021/03/08 19:16:00+00
6256,1507257,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,0406,2021/03/10 05:30:00+00
6257,1507258,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0440,2021/03/09 15:30:00+00
6258,1507260,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1401,2021/03/10 04:00:00+00
6259,1507262,1313,19,BATTERY,242 PC BATTERY CIVILIAN,1,1C,0309,2021/03/10 08:29:00+00
6260,1507264,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1111,2021/03/09 01:30:00+00
6261,1507265,2099,3,ARSON,451(C) PC ARSON STRUC/LAND,2,2B,0531,2021/02/26 08:36:00+00
6262,1507266,2605,8,FRAUD,484G(B) PC ACCESS CARD FRAUD,5,5A,1501,2021/02/20 08:00:00+00
6263,1507267,2202,0,BURGLARY,459 PC BURGLARY:RESIDENCE-FORCE,6,6B,1064,2021/02/28 00:00:00+00
6264,1507268,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4B,1356,2021/03/09 17:25:00+00
6265,1507269,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6A,1022,2021/03/10 18:00:00+00
6266,1507273,5499,41,TRAFFIC,12500(A) UNLICENSED DRIVER,UI,UI,UI,2021/02/27 06:33:00+00
6267,1507274,3560,3,NARCOTICS,11359(B) POSS MARIJ FOR SALE-M,1,1A,0111,2021/03/10 01:28:00+00
6268,1507275,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6A,1001,2021/03/10 01:57:00+00
6269,1507276,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6C,1405,2021/02/27 00:55:00+00
6270,1507279,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1403,2021/03/10 04:00:00+00
6271,1507282,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6C,1422,2021/03/10 06:00:00+00
6272,1507284,5212,91,WEAPON OFFENSE,30605 POSS ASSAULT WEAPON,UI,UI,UI,2021/03/10 02:28:00+00
6273,1507285,5499,143,TRAFFIC,2800.2(A) VC EVADE RECKLES-FEL,4,4B,0969,2021/03/09 20:52:00+00
6274,1507286,5011,0,OBST JUDICIARY,3056 PAROLE VIOLATION,3,3M,0742,2021/02/23 23:01:00+00
6275,1507287,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3B,0718,2021/03/10 18:42:00+00
6276,1507288,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,6,6B,1018,2021/03/02 16:19:00+00
6277,1507289,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6B,1068,2021/03/02 18:35:00+00
6278,1507290,5499,132,TRAFFIC,23109(C) EXHIBITION OF SPEED,2,2A,0236,2021/03/10 21:58:00+00
6279,1507291,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,3,3B,0737,2021/03/04 19:19:00+00
6280,1507293,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,5,5B,1604,2021/03/11 01:21:00+00
6281,1507296,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,4,4A,0907,2021/03/09 01:35:00+00
6282,1507298,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4A,0902,2021/03/09 23:00:00+00
6283,1507299,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,4,4C,1287,2021/03/11 01:00:00+00
6284,1507301,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,0614,2021/03/07 05:00:00+00
6285,1507303,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,5,5B,1358,2021/03/10 17:46:00+00
6286,1507304,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,6,6B,1084,2021/03/10 17:20:00+00
6287,1507305,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3A,0776,2021/03/10 16:11:00+00
6288,1507309,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6B,1084,2021/03/08 18:33:00+00
6289,1507310,5499,41,TRAFFIC,12500(A) UNLICENSED DRIVER,2,2C,0558,2021/03/11 03:18:00+00
6290,1507311,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6B,1067,2021/03/11 02:21:00+00
6291,1507312,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3M,0754,2021/03/08 00:41:00+00
6292,1507313,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,2,2B,0526,2021/03/11 07:49:00+00
6293,1507315,5202,22,WEAPON OFFENSE,25400(A)(6) CCW UNREG W/AMMO,2,2C,0603,2021/03/10 02:34:00+00
6294,1507317,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6A,1081,2021/03/08 19:27:00+00
6295,1507319,5403,1,TRAFFIC,23152(F) DUI DRUGS,5,5C,1634,2021/03/09 17:37:00+00
6296,1507320,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,5,5B,1603,2021/03/06 06:36:00+00
6297,1507321,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2B,0551,2021/03/11 00:45:00+00
6298,1507331,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1A,0131,2021/03/08 06:30:00+00
6299,1507334,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,0746,2021/03/10 00:05:00+00
6300,1507336,3599,60,NARCOTICS,11350(A) POSS CONT SUB/SUPER X,6,6E,0888,2021/03/11 07:48:00+00
6301,1507349,5401,0,TRAFFIC,20002(A) HIT/RUN-PROP DAMAGE,1,1C,0428,2021/03/08 03:06:00+00
6302,1507355,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1B,0435,2021/01/17 07:08:00+00
6303,1507356,2999,15,VANDALISM,594(A)(1) VANDALISM-GRAFFITI,6,6B,1064,2021/02/28 02:00:00+00
6304,1507360,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,6,6C,1114,2021/03/10 14:01:00+00
6305,1507361,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5A,1396,2021/03/02 01:45:00+00
6306,1507366,2203,0,BURGLARY,459 PC BURGLARY:BUSINESS-FORCE,6,6C,1112,2021/03/05 20:00:00+00
6307,1507367,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4B,0977,2021/03/03 04:28:00+00
6308,1507368,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6C,1134,2021/03/07 15:11:00+00
6309,1507369,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,5,5A,1502,2021/03/05 23:30:00+00
6310,1507370,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5B,1621,2021/03/03 05:06:00+00
6311,1507371,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4A,1203,2021/03/11 02:30:00+00
6312,1507372,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,0516,2021/03/10 06:34:00+00
6313,1507373,5213,4,WEAPON OFFENSE,246 PC SHOOT OCCUP DWELL/VEH,2,2A,0516,2021/03/10 05:52:00+00
6314,1507374,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6D,0841,2021/03/04 23:18:00+00
6315,1507375,2203,0,BURGLARY,459 PC BURGLARY:BUSINESS-FORCE,4,4C,1331,2021/03/10 23:22:00+00
6316,1507376,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4B,1356,2021/03/10 23:38:00+00
6317,1507378,3571,0,NARCOTICS,11378 HS POSS/SALE AMPHETAMINE,4,4B,1354,2021/03/09 19:12:00+00
6318,1507379,5401,0,TRAFFIC,20002(A) HIT/RUN-PROP DAMAGE,1,1B,0410,2021/03/07 08:28:00+00
6319,1507381,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,4,4C,1331,2021/03/11 00:52:00+00
6320,1507383,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2C,0568,2021/03/07 16:33:00+00
6321,1507384,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0403,2021/03/11 12:00:00+00
6322,1507385,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,0762,2021/03/07 21:20:00+00
6323,1507386,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0403,2021/03/11 12:00:00+00
6324,1507387,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,1635,2021/03/08 01:47:00+00
6325,1507392,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1A,0305,2021/02/27 11:24:00+00
6326,1507393,2399,1,LARCENY,368(D) THEFT-ELDER >$950,4,4C,1267,2021/02/26 08:01:00+00
6327,1507394,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,4,4B,0969,2021/03/09 09:42:00+00
6328,1507395,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4A,0957,2021/03/10 20:25:00+00
6329,1507396,2803,4,STOLEN PROP,496D(A) PURCH STLN VEH-MISD,2,2A,0510,2021/03/10 23:31:00+00
6330,1507397,3532,2,NARCOTICS,11351.5 HS POSS SALE RCK COCAI,2,2A,0239,2021/03/11 01:30:00+00
6331,1507398,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1B,0434,2021/03/08 02:12:00+00
6332,1507403,2309,0,LARCENY,484 PC PETTY THEFT/OUTSIDE,6,6E,1101,2021/03/10 18:32:00+00
6333,1507404,1203,0,ROBBERY,211 PC ROBBERY-SHOPLIFT,3,3M,0742,2021/03/11 00:48:00+00
6334,1507408,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0625,2021/03/10 06:00:00+00
6335,1507410,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2A,0514,2021/03/11 02:56:00+00
6336,1507414,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,3,3A,0782,2021/03/09 22:00:00+00
6337,1507415,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6C,1427,2021/03/08 18:08:00+00
6338,1507416,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3A,0706,2021/03/10 19:42:00+00
6339,1507417,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,3,3A,0702,2021/03/11 02:15:00+00
6340,1507418,2999,38,VANDALISM,594(B)(1) VANDAL OVER $400-M,3,3M,0744,2021/03/11 10:45:00+00
6341,1507419,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,6,6C,1405,2021/03/11 15:23:00+00
6342,1507420,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,0601,2021/03/09 14:07:00+00
6343,1507422,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6D,0853,2021/03/10 19:13:00+00
6344,1507425,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1443,2021/03/11 04:30:00+00
6345,1507432,2999,35,VANDALISM,594(A)(2) VANDALISM-DAMAGE,4,4C,1247,2021/03/11 08:18:00+00
6346,1507441,1313,21,BATTERY,243(B) PC BATTERY EMERG PERSON,3,3B,0748,2021/03/11 09:55:00+00
6347,1507449,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,5,5B,1621,2021/03/10 21:45:00+00
6348,1507450,5213,5,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,1,1A,0305,2021/03/11 09:45:00+00
6349,1507451,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0444,2021/03/10 11:00:00+00
6350,1507452,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6A,1015,2021/03/11 01:15:00+00
6351,1507453,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6A,1031,2021/02/28 02:00:00+00
6352,1507454,2310,0,LARCENY,1708 US THEFT OF MAIL,2,2A,0238,2021/03/01 08:35:00+00
6353,1507455,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1445,2021/03/03 21:50:00+00
6354,1507456,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0726,2021/03/10 23:30:00+00
6355,1507457,2399,2,LARCENY,484 PC PETTY THEFT,2,2A,0506,2021/03/11 11:55:00+00
6356,1507459,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1111,2021/02/27 02:57:00+00
6357,1507460,2399,2,LARCENY,484 PC PETTY THEFT,6,6B,1401,2021/03/09 02:25:00+00
6358,1507461,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1287,2021/03/10 01:46:00+00
6359,1507464,2310,0,LARCENY,1708 US THEFT OF MAIL,1,1A,0303,2021/02/22 20:30:00+00
6360,1507465,2310,0,LARCENY,1708 US THEFT OF MAIL,2,2A,0233,2021/03/06 07:38:00+00
6361,1507471,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,UI,UI,UI,2021/03/10 21:22:00+00
6362,1507472,2310,0,LARCENY,1708 US THEFT OF MAIL,4,4C,1311,2021/01/28 08:00:00+00
6363,1507473,5202,22,WEAPON OFFENSE,25400(A)(6) CCW UNREG W/AMMO,1,1C,0406,2021/03/11 04:53:00+00
6364,1507474,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,1,1C,0438,2021/03/11 01:19:00+00
6365,1507475,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,2,2C,0603,2021/03/11 00:13:00+00
6366,1507476,5202,22,WEAPON OFFENSE,25400(A)(6) CCW UNREG W/AMMO,2,2A,0503,2021/03/10 21:49:00+00
6367,1507480,5212,54,WEAPON OFFENSE,21310 POSS DIRK/DAGGER-FEL,3,3M,0735,2021/03/11 22:13:00+00
6368,1507482,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,5,5B,1618,2021/03/11 19:30:00+00
6369,1507484,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,3,3A,0776,2021/03/11 17:36:00+00
6370,1507487,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1A,0106,2021/03/11 02:00:00+00
6371,1507489,5401,0,TRAFFIC,20002(A) HIT/RUN-PROP DAMAGE,1,1C,0406,2021/03/03 06:38:00+00
6372,1507490,5401,0,TRAFFIC,20002(A) HIT/RUN-PROP DAMAGE,2,2B,0552,2021/03/10 03:59:00+00
6373,1507491,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1C,0429,2021/03/01 23:54:00+00
6374,1507497,5311,52,DISORDERLY,647(F) PC PUB INTOX-DETOX ONLY,3,3B,0737,2021/03/12 06:01:00+00
6375,1507498,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,2,2B,0556,2021/03/12 07:31:00+00
6376,1507499,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2B,0522,2021/03/04 20:14:00+00
6377,1507500,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,5,5C,1623,2021/03/12 02:54:00+00
6378,1507501,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6E,0899,2021/03/09 17:45:00+00
6379,1507502,5012,0,OBST JUDICIARY,1203.2 PC VIOL OF PROBATION,3,3M,0744,2021/03/11 18:05:00+00
6380,1507515,3562,0,NARCOTICS,11357(B)HS POSS -28.5GR MARIJ,5,5B,1631,2021/03/06 03:50:00+00
6381,1507516,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2A,0215,2021/03/04 08:00:00+00
6382,1507517,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6E,0877,2021/03/03 08:30:00+00
6383,1507518,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6B,1018,2021/03/08 18:00:00+00
6384,1507519,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6B,1004,2021/02/27 08:00:00+00
6385,1507520,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3M,0751,2021/02/27 00:55:00+00
6386,1507521,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6E,0871,2021/01/23 00:00:00+00
6387,1507522,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1A,0302,2021/03/05 03:10:00+00
6388,1507523,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,2,2B,0556,2021/03/12 05:55:00+00
